Majority protein IDs,First Majority protein IDs,Fasta headers,Ratio H/L MSZ08-1_Insol,Ratio H/L MSZ08-2_Insol,Ratio H/L MSZ08-3_Insol,Log2 Ratio H/L MSZ08-1_Insol,Log2 Ratio H/L MSZ08-2_Insol,Log2 Ratio H/L MSZ08-3_Insol,rank,percent rank,Average Log2 Ratio H/L Insol,Insol Average after TCL Median correction
YDR161W,YDR161W,">YDR161W YDR161W SGDID:S000002568, Chr IV from 779043-780206, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function; non-essential gene; proposed function in rRNA and ribosome biosynthesis based on transcriptional co-regulation;",36.264,9.2921,47.183,5.180466161,3.21600468,5.560195246,234,0.091477717,4.652222029,5.171956908
YBR256C,YBR256C,">YBR256C RIB5 SGDID:S000000460, Chr II from 728102-727386, Genome Release 64-1-1, reverse complement, Verified ORF, Riboflavin synthase; catalyzes the last step of the riboflavin biosynthesis pathway",27.948,22.658,25.087,4.80467314,4.501948616,4.648868053,235,0.091868647,4.651829937,5.171564816
YKR035W-A,YKR035W-A,">YKR035W-A DID2 SGDID:S000006435, Chr XI from 507939-508553, Genome Release 64-1-1, Verified ORF, Class E protein of the vacuolar protein-sorting (Vps) pathway; binds Vps4p and directs it to dissociate ESCRT-III complexes; forms a functional and physical ",20.267,13.839,56.584,4.341060646,3.790667793,5.822322261,236,0.092259578,4.651350234,5.171085113
YNL118C,YNL118C,">YNL118C DCP2 SGDID:S000005062, Chr XIV from 405564-402652, Genome Release 64-1-1, reverse complement, Verified ORF, Catalytic subunit of the Dcp1p-Dcp2p decapping enzyme complex, which removes the 5 cap structure from mRNAs prior to their degradation; m",22.209,24.491,29.012,4.473072529,4.614179777,4.858577849,237,0.092650508,4.648610052,5.168344931
YMR031C,YMR031C,">YMR031C EIS1 SGDID:S000004633, Chr XIII from 334743-332212, Genome Release 64-1-1, reverse complement, Verified ORF, Component of the eisosome that is required for proper eisosome assembly; similarity to Ykl050cp and Uso1p; the authentic, non-tagged prot",24.301,20.826,31.133,4.602943778,4.380313866,4.960372698,238,0.093041439,4.64787678,5.16761166
YPR135W,YPR135W,">YPR135W CTF4 SGDID:S000006339, Chr XVI from 799234-802017, Genome Release 64-1-1, Verified ORF, Chromatin-associated protein, required for sister chromatid cohesion; interacts with DNA polymerase alpha (Pol1p) and may link DNA synthesis to sister chromat",49.112,18.151,17.613,5.61800367,4.181977128,4.138568757,239,0.093432369,4.646183185,5.165918064
YDR292C,YDR292C,">YDR292C SRP101 SGDID:S000002700, Chr IV from 1045011-1043146, Genome Release 64-1-1, reverse complement, Verified ORF, Signal recognition particle (SRP) receptor alpha subunit; contain GTPase domains; involved in SRP-dependent protein targeting; interact",26.794,23.552,24.75,4.743838068,4.557777671,4.62935662,240,0.093823299,4.643657453,5.163392332
YBR155W,YBR155W,">YBR155W CNS1 SGDID:S000000359, Chr II from 549771-550928, Genome Release 64-1-1, Verified ORF, TPR-containing co-chaperone; binds both Hsp82p (Hsp90) and Ssa1p (Hsp70) and stimulates the ATPase activity of SSA1, ts mutants reduce Hsp82p function while ov",35.534,24.993,17.55,5.151128194,4.643452179,4.133399125,241,0.09421423,4.642659833,5.162394712
YDL161W,YDL161W,">YDL161W ENT1 SGDID:S000002320, Chr IV from 167714-169078, Genome Release 64-1-1, Verified ORF, Epsin-like protein involved in endocytosis and actin patch assembly and functionally redundant with Ent2p; binds clathrin via a clathrin-binding domain motif a",21.103,37.828,19.504,4.399376202,5.241382597,4.285698126,242,0.09460516,4.642152308,5.161887187
YCL017C,YCL017C,">YCL017C NFS1 SGDID:S000000522, Chr III from 94270-92777, Genome Release 64-1-1, reverse complement, Verified ORF, Cysteine desulfurase involved in iron-sulfur cluster (Fe/S) biogenesis and in thio-modification of mitochondrial and cytoplasmic tRNAs; esse",38.565,25.652,15.675,5.269220206,4.680999407,3.970393538,243,0.094996091,4.640204384,5.159939263
YKR070W,YKR070W,">YKR070W YKR070W SGDID:S000001778, Chr XI from 573574-574632, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",15.738,28.126,34.606,3.976180308,4.813832486,5.112950289,244,0.095387021,4.634321028,5.154055907
YGR001C,YGR001C,">YGR001C YGR001C SGDID:S000003233, Chr VII from 497365-497133,497937-497459,498034-498000, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function with similarity to methyltransferase family members; green fluo",31.5,14.281,33.571,4.977279923,3.8360251,5.069143607,245,0.095777952,4.627482877,5.147217756
YLR439W,YLR439W,">YLR439W MRPL4 SGDID:S000004431, Chr XII from 1014491-1015450, Genome Release 64-1-1, Verified ORF, Mitochondrial ribosomal protein of the large subunit, homolog of prokaryotic L29 ribosomal protein; located at the ribosomal tunnel exit",21.781,24.424,28.225,4.444998287,4.61022759,4.818901676,246,0.096168882,4.624709184,5.144444063
YOL042W,YOL042W,">YOL042W NGL1 SGDID:S000005402, Chr XV from 249825-250916, Genome Release 64-1-1, Verified ORF, Putative endonuclease, has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; the authentic, non-tagged protein is detecte",20.23,35.278,20.983,4.338424415,5.140696868,4.391149054,247,0.096559812,4.623423446,5.143158325
YNR029C,YNR029C,">YNR029C YNR029C SGDID:S000005312, Chr XIV from 678488-677199, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function, deletion confers reduced fitness in saline",25.119,25.158,23.553,4.650707126,4.652945331,4.557838926,248,0.096950743,4.620497128,5.140232007
YLL001W,YLL001W,">YLL001W DNM1 SGDID:S000003924, Chr XII from 147890-150163, Genome Release 64-1-1, Verified ORF, Dynamin-related GTPase required for mitochondrial fission and morphology; assembles on the cytoplasmic face of mitochondrial tubules at sites at which divisio",22.408,26.592,24.911,4.485941983,4.732920382,4.638711032,249,0.097341673,4.619191132,5.138926012
YFL047W,YFL047W,">YFL047W RGD2 SGDID:S000001847, Chr VI from 40421-42565, Genome Release 64-1-1, Verified ORF, GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p",24.476,22.406,26.607,4.613295899,4.485813212,4.733733947,250,0.097732604,4.610947686,5.130682565
YOL088C,YOL088C,">YOL088C MPD2 SGDID:S000005448, Chr XV from 154745-153912, Genome Release 64-1-1, reverse complement, Verified ORF, Member of the protein disulfide isomerase (PDI) family, exhibits chaperone activity; overexpression suppresses the lethality of a pdi1 dele",23.264,22.056,28.258,4.540027269,4.463099267,4.820587455,251,0.098123534,4.607904664,5.127639543
YPR185W,YPR185W,">YPR185W ATG13 SGDID:S000006389, Chr XVI from 907218-909434, Genome Release 64-1-1, Verified ORF, Regulatory subunit of the Atg1p signaling complex; stimulates Atg1p kinase activity; required for vesicle formation during autophagy and the cytoplasm-to-vac",12.464,25.742,43.67,3.639695233,4.686052242,5.448570626,252,0.098514464,4.591439367,5.111174246
YBR146W,YBR146W,">YBR146W MRPS9 SGDID:S000000350, Chr II from 535260-536096, Genome Release 64-1-1, Verified ORF, Mitochondrial ribosomal protein of the small subunit",29.548,18.792,25.131,4.884988578,4.232046713,4.651396174,253,0.098905395,4.589477155,5.109212034
YHR070W,YHR070W,">YHR070W TRM5 SGDID:S000001112, Chr VIII from 234881-236380, Genome Release 64-1-1, Verified ORF, tRNA(m(1)G37)methyltransferase, methylates a tRNA base adjacent to the anticodon that has a role in prevention of frameshifting; highly conserved across Arch",17.877,29.133,26.673,4.160032748,4.864582367,4.737308194,254,0.099296325,4.58730777,5.107042649
YDR347W,YDR347W,">YDR347W MRP1 SGDID:S000002755, Chr IV from 1169178-1170143, Genome Release 64-1-1, Verified ORF, Mitochondrial ribosomal protein of the small subunit; MRP1 exhibits genetic interactions with PET122, encoding a COX3-specific translational activator, and w",25.082,30.36,18.233,4.648580486,4.924099886,4.188480052,255,0.099687256,4.587053475,5.106788354
YMR309C,YMR309C,">YMR309C NIP1 SGDID:S000004926, Chr XIII from 895426-892988, Genome Release 64-1-1, reverse complement, Verified ORF, eIF3c subunit of the eukaryotic translation initiation factor 3 (eIF3), involved in the assembly of preinitiation complex and start codon",21.573,24.759,25.807,4.43115491,4.629881141,4.689690536,256,0.100078186,4.583575529,5.103310409
YBR034C,YBR034C,">YBR034C HMT1 SGDID:S000000238, Chr II from 305976-304930, Genome Release 64-1-1, reverse complement, Verified ORF, Nuclear SAM-dependent mono- and asymmetric arginine dimethylating methyltransferase that modifies hnRNPs, including Npl3p and Hrp1p, affect",17.018,34.6,23.34,4.088989593,5.112700133,4.544732656,257,0.100469116,4.582140794,5.101875673
YGL130W,YGL130W,">YGL130W CEG1 SGDID:S000003098, Chr VII from 266145-267524, Genome Release 64-1-1, Verified ORF, Alpha (guanylyltransferase) subunit of the mRNA capping enzyme, a heterodimer (the other subunit is CET1, an RNA 5-triphosphatase) involved in adding the 5 ",24.329,23.646,23.878,4.604605117,4.56352425,4.577610098,258,0.100860047,4.581913155,5.101648034
YOR131C,YOR131C,">YOR131C YOR131C SGDID:S000005657, Chr XV from 572838-572182, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function; non-essential gene; overexpression causes a cell cycle delay or arrest",27.772,19.482,24.972,4.795559171,4.284069885,4.642239466,259,0.101250977,4.573956174,5.093691053
YDL063C,YDL063C,">YDL063C YDL063C SGDID:S000002221, Chr IV from 340134-338272, Genome Release 64-1-1, reverse complement, Verified ORF, Protein required for biogenesis of the large ribosomal subunit; green fluorescent protein (GFP)-fusion protein localizes to the cytoplas",30.916,21.566,20.138,4.950281766,4.430686709,4.331848504,260,0.101641908,4.570938993,5.090673873
YBR101C,YBR101C,">YBR101C FES1 SGDID:S000000305, Chr II from 444693-443821, Genome Release 64-1-1, reverse complement, Verified ORF, Hsp70 (Ssa1p) nucleotide exchange factor, cytosolic homolog of Sil1p, which is the nucleotide exchange factor for BiP (Kar2p) in the endopl",56.329,23.742,10.021,5.815805955,4.569369566,3.324954578,261,0.102032838,4.570043366,5.089778245
YOL018C,YOL018C,">YOL018C TLG2 SGDID:S000005378, Chr XV from 292074-290881, Genome Release 64-1-1, reverse complement, Verified ORF, Syntaxin-like t-SNARE that forms a complex with Tlg1p and Vti1p and mediates fusion of endosome-derived vesicles with the late Golgi; binds",17.815,22.816,32.898,4.155020578,4.511973982,5.039927974,262,0.102423769,4.568974178,5.088709057
YHR060W,YHR060W,">YHR060W VMA22 SGDID:S000001102, Chr VIII from 220725-221270, Genome Release 64-1-1, Verified ORF, Peripheral membrane protein that is required for vacuolar H+-ATPase (V-ATPase) function, although not an actual component of the V-ATPase complex; functions",27.973,23.233,20.268,4.805963081,4.538103551,4.341131829,263,0.102814699,4.56173282,5.0814677
YBR212W,YBR212W,">YBR212W NGR1 SGDID:S000000416, Chr II from 647886-649904, Genome Release 64-1-1, Verified ORF, RNA binding protein that negatively regulates growth rate; interacts with the 3 UTR of the mitochondrial porin (POR1) mRNA and enhances its degradation; overe",42.795,11.096,27.59,5.419370343,3.471967788,4.786073552,264,0.103205629,4.559137227,5.078872107
YIL104C,YIL104C,">YIL104C SHQ1 SGDID:S000001366, Chr IX from 171505-169982, Genome Release 64-1-1, reverse complement, Verified ORF, Chaperone protein required for the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing, forms a complex with Naf1p and interacts",63.663,11.559,17.746,5.992383238,3.530944687,4.149421968,265,0.10359656,4.557583298,5.077318177
YKL024C,YKL024C,">YKL024C URA6 SGDID:S000001507, Chr XI from 393140-392526, Genome Release 64-1-1, reverse complement, Verified ORF, Uridylate kinase, catalyzes the seventh enzymatic step in the de novo biosynthesis of pyrimidines, converting uridine monophosphate (UMP) i",24.851,22.787,23.05,4.635232002,4.510139095,4.526694846,266,0.10398749,4.557355314,5.077090193
YDL005C,YDL005C,">YDL005C MED2 SGDID:S000002163, Chr IV from 442309-441014, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essen",21.292,20.575,29.319,4.412239566,4.362820526,4.873763992,267,0.104378421,4.549608028,5.069342907
YNL010W,YNL010W,">YNL010W YNL010W SGDID:S000004955, Chr XIV from 613635-614360, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function with similarity to phosphoserine phosphatases; green fluorescent protein (GFP)-fusion protein localizes to the ",24.954,21.904,22.984,4.641199186,4.453122447,4.522557993,268,0.104769351,4.538959875,5.058694754
YBR079C,YBR079C,">YBR079C RPG1 SGDID:S000000283, Chr II from 398277-395383, Genome Release 64-1-1, reverse complement, Verified ORF, eIF3a subunit of the core complex of translation initiation factor 3 (eIF3), essential for translation; part of a Prt1p-Rpg1p-Nip1p subcomp",21.032,23.208,25.521,4.394514142,4.536550296,4.673612955,269,0.105160281,4.534892464,5.054627343
YOR281C,YOR281C,">YOR281C PLP2 SGDID:S000005807, Chr XV from 847129-846269, Genome Release 64-1-1, reverse complement, Verified ORF, Essential protein that interacts with the CCT (chaperonin containing TCP-1) complex to stimulate actin folding; has similarity to phosducin",25.37,36.299,13.499,4.665051614,5.181857899,3.754780632,270,0.105551212,4.533896715,5.053631594
YGR255C,YGR255C,">YGR255C COQ6 SGDID:S000003487, Chr VII from 1003962-1002523, Genome Release 64-1-1, reverse complement, Verified ORF, Putative flavin-dependent monooxygenase; involved in ubiquinone (Coenzyme Q) biosynthesis; localizes to the matrix face of the mitochond",20.03,17.16,36.09,4.324090516,4.100977648,5.173527238,271,0.105942142,4.532865134,5.052600013
YPL059W,YPL059W,">YPL059W GRX5 SGDID:S000005980, Chr XVI from 444579-445031, Genome Release 64-1-1, Verified ORF, Hydroperoxide and superoxide-radical responsive glutathione-dependent oxidoreductase; mitochondrial matrix protein involved in the synthesis/assembly of iron-",44.715,11.575,23.623,5.482686971,3.532940288,4.562120286,272,0.106333073,4.525915848,5.045650728
YGR210C,YGR210C,">YGR210C YGR210C SGDID:S000003442, Chr VII from 914738-913503, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm",22.131,22.598,24.445,4.467996736,4.49812319,4.6114675,273,0.106724003,4.525862475,5.045597355
YPL226W,YPL226W,">YPL226W NEW1 SGDID:S000006147, Chr XVI from 121767-125357, Genome Release 64-1-1, Verified ORF, ATP binding cassette protein that cosediments with polysomes and is required for biogenesis of the small ribosomal subunit; Asn/Gln-rich rich region supports ",23.564,22.708,22.452,4.558512553,4.505128742,4.488772059,274,0.107114934,4.517471118,5.037205997
YDL103C,YDL103C,">YDL103C QRI1 SGDID:S000002261, Chr IV from 276581-275148, Genome Release 64-1-1, reverse complement, Verified ORF, UDP-N-acetylglucosamine pyrophosphorylase, catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall",27.261,16.605,26.156,4.76876658,4.053545818,4.709070023,275,0.107505864,4.510460807,5.030195686
YBR200W,YBR200W,">YBR200W BEM1 SGDID:S000000404, Chr II from 620872-622527, Genome Release 64-1-1, Verified ORF, Protein containing SH3-domains, involved in establishing cell polarity and morphogenesis; functions as a scaffold protein for complexes that include Cdc24p, St",24.505,26.524,18.185,4.615004242,4.729226455,4.184677021,276,0.107896794,4.509635906,5.029370785
YNL135C,YNL135C,">YNL135C FPR1 SGDID:S000005079, Chr XIV from 372226-371882, Genome Release 64-1-1, reverse complement, Verified ORF, Peptidyl-prolyl cis-trans isomerase (PPIase), binds to the drugs FK506 and rapamycin; also binds to the nonhistone chromatin binding prote",24.872,22.516,21.105,4.636450617,4.492878648,4.399512924,277,0.108287725,4.509614063,5.029348942
YGL039W,YGL039W,">YGL039W YGL039W SGDID:S000003007, Chr VII from 423961-425007, Genome Release 64-1-1, Verified ORF, Oxidoreductase shown to reduce carbonyl compounds to chiral alcohols",21.133,25.362,22.046,4.401425679,4.664596613,4.462445014,278,0.108678655,4.509489102,5.029223981
YHR122W,YHR122W,">YHR122W YHR122W SGDID:S000001164, Chr VIII from 353625-354320, Genome Release 64-1-1, Verified ORF, Protein of unknown function required for establishment of sister chromatid cohesion; synthetically lethal with RFC5, an RF-C subunit that links replicatio",17.335,26.605,25.58,4.115615931,4.733625498,4.676944359,279,0.109069586,4.508728596,5.028463476
YJR083C,YJR083C,">YJR083C ACF4 SGDID:S000003843, Chr X from 583537-582608, Genome Release 64-1-1, reverse complement, Verified ORF, Protein of unknown function, computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytosk",16.088,39.123,18.743,4.007913082,5.289945097,4.228279984,280,0.109460516,4.508712721,5.0284476
