Protein IDs,Majority protein IDs,First Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides MSZ20_S_1,Peptides MSZ20_S_2,Peptides MSZ20_S_3,Peptides MSZ20_S_4,Razor + unique peptides MSZ20_S_1,Razor + unique peptides MSZ20_S_2,Razor + unique peptides MSZ20_S_3,Razor + unique peptides MSZ20_S_4,Unique peptides MSZ20_S_1,Unique peptides MSZ20_S_2,Unique peptides MSZ20_S_3,Unique peptides MSZ20_S_4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L iso-count,Ratio H/L type,Ratio H/L MSZ20_S_1,Ratio H/L MSZ20_S_2,Ratio H/L MSZ20_S_3,Ratio H/L MSZ20_S_4,Ratio H/L normalized MSZ20_S_1,Ratio H/L normalized MSZ20_S_2,Ratio H/L normalized MSZ20_S_3,Ratio H/L normalized MSZ20_S_4,Ratio H/L variability [%] MSZ20_S_1,Ratio H/L variability [%] MSZ20_S_2,Ratio H/L variability [%] MSZ20_S_3,Ratio H/L variability [%] MSZ20_S_4,Ratio H/L count MSZ20_S_1,Ratio H/L count MSZ20_S_2,Ratio H/L count MSZ20_S_3,Ratio H/L count MSZ20_S_4,Ratio H/L iso-count MSZ20_S_1,Ratio H/L iso-count MSZ20_S_2,Ratio H/L iso-count MSZ20_S_3,Ratio H/L iso-count MSZ20_S_4,Ratio H/L type MSZ20_S_1,Ratio H/L type MSZ20_S_2,Ratio H/L type MSZ20_S_3,Ratio H/L type MSZ20_S_4,Sequence coverage MSZ20_S_1 [%],Sequence coverage MSZ20_S_2 [%],Sequence coverage MSZ20_S_3 [%],Sequence coverage MSZ20_S_4 [%],Intensity,Intensity L,Intensity H,Intensity MSZ20_S_1,Intensity L MSZ20_S_1,Intensity H MSZ20_S_1,Intensity MSZ20_S_2,Intensity L MSZ20_S_2,Intensity H MSZ20_S_2,Intensity MSZ20_S_3,Intensity L MSZ20_S_3,Intensity H MSZ20_S_3,Intensity MSZ20_S_4,Intensity L MSZ20_S_4,Intensity H MSZ20_S_4,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
YGR254W,YGR254W,YGR254W,21,8,8,"YGR254W ENO1 SGDID:S000003486, Chr VII from 1000927-1002240, Genome Release 64-2-1, Verified ORF, Enolase I, a phosphopyruvate hydratase; catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during g",1,21,8,8,16,17,20,18,7,6,8,8,7,6,8,8,65.7,24.3,24.3,46.816,437,437,0,225.83,0.24666,2.2383,142.17,38,32,Leave out requantified,0.17423,0.17701,0.13926,0.20016,1.1998,1.0004,1.1189,1.5487,88.108,94.233,100.74,99.351,9,8,12,9,8,7,10,7,Median,Median,Median,Median,55.1,57.7,64.1,53.5,35645000,31095000,4549800,9049900,7836500,1213400,5577400,4835700,741710,10951000,9719600,1231300,10067000,8703200,1363400,,,,600,6;40;908;3051;3052;3474;3571;3572;3667;3677;4165;4603;6064;6875;6985;7451;7556;7928;8492;8816;8980,False;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True;True;False;False;True;False,6;40;910;3061;3062;3485;3582;3583;3678;3688;4179;4617;6096;6911;7022;7023;7495;7601;7975;7976;8546;8872;9037,17;18;19;20;21;112;113;114;115;2495;2496;2497;2498;8120;8121;8122;8123;9242;9484;9485;9486;9487;9488;9489;9490;9491;9492;9493;9494;9495;9754;9755;9756;9785;9786;9787;9788;11059;11060;11061;11062;11063;11064;11065;12159;12160;12161;12162;12163;15923;15924;15925;17993;17994;17995;17996;17997;17998;17999;18000;18286;18287;18288;18289;18290;18291;18292;18293;18294;18295;18296;18297;18298;18299;18300;18301;18302;18303;19529;19530;19531;19822;19823;19824;20819;20820;20821;20822;22402;22403;22404;22405;22406;22407;22408;22409;23263;23264;23265;23266;23267;23268;23269;23270;23701;23702;23703;23704,37;38;39;40;41;42;43;44;45;46;47;237;238;239;240;5046;5047;5048;5049;5050;5051;5052;5053;15396;15397;15398;15399;15400;15401;15402;15403;15404;15405;15406;15407;15408;15409;15410;15411;15412;15413;15414;15415;15416;15417;15418;15419;15420;15421;15422;17664;18110;18111;18112;18113;18114;18115;18116;18117;18118;18119;18120;18121;18122;18123;18124;18125;18126;18127;18128;18129;18130;18131;18132;18133;18134;18658;18659;18660;18661;18662;18763;18764;18765;18766;18767;18768;18769;18770;18771;18772;18773;18774;18775;18776;18777;18778;18779;18780;18781;21202;21203;21204;21205;21206;21207;21208;21209;21210;21211;23113;23114;23115;23116;23117;23118;23119;29865;29866;29867;29868;29869;29870;29871;33570;33571;33572;33573;33574;33575;33576;33577;33578;33579;33580;33581;33582;33583;33584;33585;33586;33587;33588;33589;33590;33591;33592;33593;33594;33595;33596;33597;33598;33599;33600;33601;33602;34110;34111;34112;34113;34114;34115;34116;34117;34118;34119;34120;34121;34122;34123;34124;34125;34126;34127;34128;34129;34130;34131;34132;34133;34134;34135;34136;34137;34138;34139;34140;34141;34142;34143;34144;34145;34146;34147;34148;34149;34150;34151;34152;34153;34154;34155;34156;36508;36509;36510;36511;36512;36513;36514;37106;37107;37108;37109;37110;39240;39241;39242;39243;39244;39245;42582;42583;42584;42585;42586;42587;42588;42589;42590;42591;42592;42593;42594;42595;42596;42597;42598;42599;42600;42601;42602;42603;42604;42605;42606;42607;42608;42609;42610;42611;42612;42613;42614;42615;42616;42617;42618;42619;42620;42621;42622;42623;42624;42625;42626;42627;42628;42629;42630;42631;42632;42633;42634;42635;42636;42637;42638;42639;44303;44304;44305;44306;44307;44308;44309;44310;44311;44312;44313;44314;45122;45123;45124;45125;45126;45127;45128;45129,40;238;5052;15418;15422;17664;18114;18130;18661;18772;21205;23119;29865;33574;34142;36509;37106;39245;42614;44309;45122,23;24,49;171,-1
YGR261C,YGR261C,YGR261C,3,3,3,"YGR261C APL6 SGDID:S000003493, Chr VII from 1016750-1014321, Genome Release 64-2-1, reverse complement, Verified ORF, Beta3-like subunit of the yeast AP-3 complex; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway; ex",1,3,3,3,0,1,1,1,0,1,1,1,0,1,1,1,4.4,4.4,4.4,91.606,809,809,0,5.5684,0.27572,0.3536,145.2,3,3,Median,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,1,0,1,1,1,Median,Median,Median,Median,0,1.5,1.7,1.2,168060,138080,29976,0,0,0,62738,58244,4494,48550,42858,5692,56771,36981,19790,,,,601,3065;4881;5084,True;True;True,3075;4902;5105,8157;12880;13435,15483;24459;25444,15483;24459;25444,,,-1
YGR264C,YGR264C,YGR264C,19,19,19,"YGR264C MES1 SGDID:S000003496, Chr VII from 1021853-1019598, Genome Release 64-2-1, reverse complement, Verified ORF, Methionyl-tRNA synthetase; forms a complex with glutamyl-tRNA synthetase (Gus1p) and Arc1p, which increases the catalytic efficiency of b",1,19,19,19,13,12,13,12,13,12,13,12,13,12,13,12,28,28,28,85.677,751,751,0,191.56,0.068055,37.89,117.34,43,41,Linear,0.0568,0.082648,0.069444,0.077212,0.50699,0.5995,0.5805,0.86869,139.46,125.46,103.18,100.86,11,11,10,11,10,11,9,11,Median,Median,Median,Median,19.4,17.7,20.4,17.8,16809000,15473000,1335500,5240300,4886800,353490,3774900,3449700,325190,3292400,3059000,233320,4501000,4077500,423470,,,,602,337;980;1100;1207;1872;1909;3053;3202;3456;3943;4399;4544;4984;5484;5911;6849;8596;8784;9280,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,338;982;1102;1209;1878;1917;3063;3212;3467;3956;4413;4558;5005;5512;5943;6885;8650;8840;9337,942;943;944;945;2701;2702;2995;2996;2997;2998;3264;3265;3266;3267;5062;5158;5159;5160;5161;5162;5163;8124;8125;8126;8538;8539;8540;8541;9203;10494;10495;11646;12004;12005;13150;14467;14468;15547;15548;15549;15550;17935;17936;17937;17938;22649;22650;22651;23180;24490;24491;24492;24493,1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;5431;5432;5902;5903;5904;5905;5906;5907;5908;5909;5910;5911;5912;5913;6373;6374;6375;6376;6377;9692;9893;9894;9895;9896;9897;9898;15423;15424;15425;16202;16203;16204;16205;16206;17610;20187;20188;22251;22840;22841;24920;27338;27339;29192;29193;29194;29195;29196;33480;33481;33482;33483;43062;43063;43064;44146;46651;46652;46653;46654;46655;46656;46657;46658,1936;5431;5903;6375;9692;9897;15425;16203;17610;20187;22251;22840;24920;27339;29195;33480;43062;44146;46655,,,-1
YGR267C,YGR267C,YGR267C,7,7,7,"YGR267C FOL2 SGDID:S000003499, Chr VII from 1025735-1025004, Genome Release 64-2-1, reverse complement, Verified ORF, GTP-cyclohydrolase I; catalyzes the first step in the folic acid biosynthetic pathway",1,7,7,7,2,6,4,5,2,6,4,5,2,6,4,5,32.9,32.9,32.9,27.769,243,243,0,14.995,0.18808,1.4302,83.105,16,14,Median,NaN,0.18791,0.21305,0.1459,NaN,1.4195,1.2973,1.3294,NaN,102.59,37.336,51.73,1,6,4,5,1,5,4,4,Median,Median,Median,Median,9.5,29.2,19.3,24.3,2813400,2458500,354900,370950,289680,81270,833760,745570,88191,712420,634210,78214,896320,789090,107230,,,,604,903;1529;1657;3274;5448;5613;7701,True;True;True;True;True;True;True,905;1532;1661;3285;5473;5474;5642;7747,2481;2482;2483;2484;4102;4470;8746;8747;8748;14373;14374;14375;14376;14377;14796;14797;20246;20247;20248,5028;5029;5030;5031;5032;5033;7962;8642;16679;16680;16681;27178;27179;27180;27181;27182;27183;27885;27886;38057;38058;38059;38060;38061;38062,5033;7962;8642;16681;27181;27886;38061,,,-1
YGR279C,YGR279C,YGR279C,2,2,2,"YGR279C SCW4 SGDID:S000003511, Chr VII from 1049958-1048798, Genome Release 64-2-1, reverse complement, Verified ORF, Cell wall protein with similarity to glucanases; scw4 scw10 double mutants exhibit defects in mating; SCW4 has a paralog, SCW10, that aro",1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,7.8,7.8,7.8,40.173,386,386,0,56.241,0.27261,4.3403,69.233,4,4,Linear,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1,Median,Median,Median,Median,4.9,2.8,4.9,4.9,823050,654990,168060,281060,228590,52472,86630,68224,18406,239550,188540,51016,215800,169640,46166,,,,605,2835;6696,True;True,2844;6732,7542;17532;17533;17534,14317;32741;32742;32743;32744;32745,14317;32742,,,-1
YGR282C,YGR282C,YGR282C,2,2,2,"YGR282C BGL2 SGDID:S000003514, Chr VII from 1058724-1057783, Genome Release 64-2-1, reverse complement, Verified ORF, Endo-beta-1,3-glucanase; major protein of the cell wall, involved in cell wall maintenance; involved in incorporation of newly synthesize",1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,8,8,8,34.118,313,313,0,10.824,0.35517,2.6657,53.67,5,2,Median,NaN,NaN,NaN,0.36382,NaN,NaN,NaN,2,NaN,NaN,NaN,96.545,1,1,1,2,1,0,0,1,Median,Median,Median,Median,4.2,4.2,3.8,8,1096300,820830,275480,264220,206740,57474,257110,188330,68784,173700,128940,44759,401280,296820,104460,,,,606,7312;7380,True;True,7354;7423,19144;19145;19146;19325;19326,35758;35759;35760;36127;36128,35760;36127,,,-1
YGR284C,YGR284C,YGR284C,4,4,4,"YGR284C ERV29 SGDID:S000003516, Chr VII from 1061590-1060658, Genome Release 64-2-1, reverse complement, Verified ORF, Protein localized to COPII-coated vesicles; involved in vesicle formation and incorporation of specific secretory cargo; protein abundan",1,4,4,4,2,4,2,1,2,4,2,1,2,4,2,1,16.1,16.1,16.1,35.012,310,310,0,113.69,0.067207,0.56613,123.66,7,7,Median,0.15555,0.088524,NaN,NaN,1.4215,0.56613,NaN,NaN,161.03,171.39,NaN,NaN,2,3,1,1,2,3,1,1,Median,Median,Median,Median,7.7,16.1,8.4,3.9,3530500,3341200,189290,810760,771940,38816,1541100,1453200,87808,630430,601670,28756,548270,514360,33912,,,,607,3581;3827;7129;7947,True;True;True;True,3592;3838;7170;7996,9515;9516;10159;10160;18651;18652;18653;18654;20869,18162;18163;18164;19474;19475;19476;19477;34831;34832;34833;34834;34835;39326,18162;19477;34833;39326,,,-1
YGR285C,YGR285C,YGR285C,4,4,4,"YGR285C ZUO1 SGDID:S000003517, Chr VII from 1063153-1061852, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosome-associated chaperone; zuotin functions in ribosome biogenesis and, in partnership with Ssz1p and SSb1/2, as a chaperone for nasc",1,4,4,4,3,0,2,3,3,0,2,3,3,0,2,3,15.9,15.9,15.9,49.019,433,433,0,6.2423,0.077858,0.62328,47.381,6,6,Median,0.071567,NaN,NaN,0.075701,0.50883,NaN,NaN,0.76582,92.277,NaN,NaN,27.024,2,0,1,3,2,0,1,3,Median,Median,Median,Median,13.4,0,6.7,11.5,1580100,1385800,194230,552950,535250,17706,0,0,0,297420,283430,13990,729690,567150,162540,,,,608,160;1407;3160;8001,True;True;True;True,160;1410;3170;8050,474;3772;3773;3774;8392;8393;21025;21026,1008;7323;7324;7325;7326;15905;15906;39668;39669,1008;7325;15905;39668,,,-1
YKL006W;YHL001W,YKL006W;YHL001W,YKL006W,6;6,6;6,6;6,"YKL006W RPL14A SGDID:S000001489, Chr XI from 431906-432034,432433-432720, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L14A; N-terminally acetylated; homologous to mammalian ribosomal protein L14, no bacterial homolog; RPL14A has a p",2,6,6,6,4,3,5,3,4,3,5,3,4,3,5,3,39.1,39.1,39.1,15.167,138,138;138,0,178.9,0.039893,0.23979,97.083,15,15,Median,0.035726,0.035581,0.036277,0.046075,0.21901,0.16359,0.23979,0.32694,158.81,77.459,53.565,73.917,4,3,5,3,4,3,5,3,Median,Median,Median,Median,25.4,27.5,38.4,27.5,28269000,27226000,1043400,6710000,6530300,179690,5312100,5119900,192230,10471000,10000000,470430,5776400,5575300,201090,,,,609,33;4311;4330;6255;8409;8756,True;True;True;True;True;True,33;4325;4344;6289;8463;8812,97;98;11415;11471;11472;11473;11474;16454;16455;16456;22182;23104;23105;23106;23107,208;209;210;211;212;213;214;21830;21831;21947;21948;21949;21950;21951;21952;21953;21954;21955;21956;21957;21958;21959;21960;21961;30870;30871;30872;30873;42147;43986;43987;43988;43989;43990;43991;43992;43993,209;21831;21957;30870;42147;43990,,,-1;-1
YHL003C,YHL003C,YHL003C,2,2,2,"YHL003C LAG1 SGDID:S000000995, Chr VIII from 101883-100648, Genome Release 64-2-1, reverse complement, Verified ORF, Ceramide synthase component; involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine, funct",1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,7.8,7.8,7.8,48.454,411,411,0.00086881,3.3602,0.11783,0.71535,87.378,4,4,Median,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1,Median,Median,Median,Median,4.9,2.9,2.9,4.9,873590,795490,78100,368520,336690,31826,94835,84755,10080,92390,85042,7348,317850,289000,28846,,,,610,3524;8077,True;True,3535;8127,9355;9356;21256;21257,17866;17867;40177;40178;40179,17867;40178,,,-1
YHL011C,YHL011C,YHL011C,6,6,5,"YHL011C PRS3 SGDID:S000001003, Chr VIII from 81616-80654, Genome Release 64-2-1, reverse complement, Verified ORF, 5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthe",1,6,6,5,4,4,4,3,4,4,4,3,3,4,3,3,22.5,22.5,19.4,35.123,320,320,0,18.992,0.16458,1.0835,72.515,9,9,Median,0.17434,0.1797,NaN,0.15743,0.80078,1.0979,NaN,1.5424,93.708,25.337,NaN,49.943,3,3,1,2,3,3,1,2,Median,Median,Median,Median,15.9,16.6,15,12.8,3013500,2883300,130180,908660,868750,39912,741850,692100,49752,609530,603520,6012,753470,718970,34504,,,,611,1970;4024;4446;4647;4698;5562,True;True;True;True;True;True,1978;4037;4460;4663;4716;5591,5315;5316;5317;5318;10705;10706;10707;11736;11737;12301;12436;14664;14665;14666;14667,10201;10202;10203;10204;10205;10206;20566;20567;20568;22366;22367;23354;23591;27659;27660;27661;27662;27663;27664;27665,10202;20567;22366;23354;23591;27660,,,-1
YHL015W,YHL015W,YHL015W,6,6,6,"YHL015W RPS20 SGDID:S000001007, Chr VIII from 75412-75777, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit; overproduction suppresses mutations affecting RNA polymerase III-dependent transcription; homologous to",1,6,6,6,4,5,4,4,4,5,4,4,4,5,4,4,43.8,43.8,43.8,13.907,121,121,0,323.31,0.038268,0.13094,125.68,17,11,Leave out requantified,0.04601,0.050612,0.049509,0.045904,0.19198,0.11808,0.22825,0.20385,127.09,85.468,108.76,98.502,4,5,4,4,2,3,4,2,Median,Median,Median,Median,28.9,38,28.9,24.8,94288000,90469000,3818300,25162000,24188000,974210,27595000,26445000,1150400,21999000,21114000,885160,19531000,18723000,808460,,,,612,1785;4048;6422;8052;8185;9026,True;True;True;True;True;True,1791;4061;6458;8102;8236;9083,4805;4806;4807;4808;10760;16882;21184;21185;21186;21187;21561;21562;21563;21564;23842;23843;23844,9241;9242;9243;9244;9245;9246;9247;9248;9249;9250;9251;9252;9253;9254;9255;9256;9257;9258;9259;9260;9261;9262;9263;9264;9265;9266;9267;9268;9269;9270;9271;9272;20658;20659;31631;31632;31633;31634;40024;40025;40026;40027;40028;40029;40030;40031;40032;40033;40034;40035;40036;40037;40038;40039;40040;40824;40825;40826;40827;40828;40829;40830;40831;40832;40833;40834;40835;40836;40837;40838;40839;40840;40841;40842;40843;45421;45422;45423;45424;45425;45426;45427;45428;45429;45430;45431;45432;45433;45434;45435;45436;45437;45438;45439;45440,9246;20659;31632;40039;40832;45425,,,-1
YHL031C,YHL031C,YHL031C,2,2,2,"YHL031C GOS1 SGDID:S000001023, Chr VIII from 39486-38815, Genome Release 64-2-1, reverse complement, Verified ORF, v-SNARE protein involved in Golgi transport; homolog of the mammalian protein GOS-28/GS28",1,2,2,2,1,2,0,0,1,2,0,0,1,2,0,0,13.9,13.9,13.9,25.394,223,223,0.0016667,3.0048,0.14334,0.41184,17.961,3,3,Median,NaN,0.17033,NaN,NaN,NaN,0.47279,NaN,NaN,NaN,19.519,NaN,NaN,1,2,0,0,1,2,0,0,Median,Median,Median,Median,7.6,13.9,0,0,306000,274420,31578,127590,115180,12408,178400,159230,19170,0,0,0,0,0,0,,,,613,304;9228,True;True,305;9285,851;24373;24374,1768;46415;46416,1768;46416,,,-1
YHL033C,YHL033C,YHL033C,13,2,2,"YHL033C RPL8A SGDID:S000001025, Chr VIII from 36025-35255, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L8A; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; d",1,13,2,2,6,9,10,12,0,2,2,2,0,2,2,2,45.3,8.6,8.6,28.124,256,256,0,137.27,0.040688,0.36663,22.321,3,3,Median,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,1,0,1,1,1,Median,Median,Median,Median,24.2,36.7,41.8,44.9,4295700,4260600,35076,0,0,0,1570400,1558500,11852,1707500,1696700,10776,1017800,1005300,12448,,,,614,3427;4672;5317;5318;5319;5445;5706;6272;6997;7905;8111;8525;8997,False;False;False;False;False;True;False;False;False;False;False;False;True,3438;4688;5338;5339;5340;5470;5735;6306;7035;7952;8161;8579;9054,9127;9128;9129;9130;12365;12366;12367;12368;14047;14048;14049;14050;14051;14052;14053;14054;14366;14367;14368;15024;15025;15026;15027;16498;18325;18326;20756;20757;20758;20759;20760;20761;21350;22481;22482;22483;22484;23757;23758;23759,17458;17459;17460;17461;17462;17463;17464;17465;23453;23454;23455;23456;23457;23458;23459;23460;23461;23462;23463;23464;26534;26535;26536;26537;26538;26539;26540;26541;26542;26543;26544;26545;26546;26547;26548;26549;26550;27165;27166;27167;27168;28275;28276;28277;28278;28279;28280;28281;28282;28283;28284;28285;28286;28287;28288;28289;28290;28291;28292;30958;30959;34197;34198;34199;39079;39080;39081;39082;39083;39084;39085;39086;39087;39088;39089;39090;39091;39092;39093;39094;39095;39096;39097;39098;39099;39100;40352;40353;42765;42766;42767;42768;42769;42770;42771;42772;42773;42774;42775;42776;42777;42778;42779;42780;42781;42782;45244;45245;45246;45247;45248;45249,17459;23455;26541;26546;26550;27168;28286;30959;34199;39081;40352;42769;45246,,,-1
YHL034C,YHL034C,YHL034C,8,8,8,"YHL034C SBP1 SGDID:S000001026, Chr VIII from 34077-33193, Genome Release 64-2-1, reverse complement, Verified ORF, Protein that binds eIF4G and has a role in repression of translation; has an RGG motif; found in cytoplasmic P bodies; binds to mRNAs under ",1,8,8,8,7,5,6,4,7,5,6,4,7,5,6,4,37.8,37.8,37.8,32.989,294,294,0,119.02,0.086738,1.3042,160.5,21,18,Median,0.091447,0.069317,0.094864,0.095133,1.1515,1.0037,1.3552,1.7136,165.01,184.08,188.99,123.84,6,5,6,4,5,5,5,3,Median,Median,Median,Median,37.8,25.2,25.2,21.8,13883000,12396000,1487100,4241700,3666300,575420,3113300,2869900,243360,3808600,3385000,423600,2719400,2474600,244770,,,,615,1575;1778;1888;3501;3640;3917;6666;6991,True;True;True;True;True;True;True;True,1578;1784;1895;3512;3651;3930;6702;7029,4238;4239;4240;4241;4789;4790;4791;5102;5103;5104;5105;9307;9308;9309;9310;9686;9687;9688;9689;10421;17471;18313,8220;8221;8222;8223;8224;8225;8226;8227;8228;8229;9222;9223;9224;9225;9226;9784;9785;9786;9787;17780;17781;17782;17783;17784;17785;17786;17787;18492;18493;18494;18495;18496;18497;20049;32630;32631;32632;34174,8225;9222;9785;17781;18496;20049;32630;34174,,,-1
YHL039W,YHL039W,YHL039W,3,3,3,"YHL039W EFM1 SGDID:S000001031, Chr VIII from 21783-23540, Genome Release 64-2-1, Verified ORF, Lysine methyltransferase; involved in the monomethylation of eEF1A (Tef1p/Tef2p); SET-domain family member; predicted involvement in ribosome biogenesis; green ",1,3,3,3,1,1,2,0,1,1,2,0,1,1,2,0,7.7,7.7,7.7,67.452,585,585,0,5.73,0.11955,0.20944,50.461,4,4,Median,NaN,NaN,0.16821,NaN,NaN,NaN,0.20944,NaN,NaN,NaN,36.061,NaN,1,1,2,0,1,1,2,0,Median,Median,Median,Median,2.7,3.1,5,0,218350,200870,17484,138560,130600,7958,33887,29949,3938,45906,40318,5588,0,0,0,,,,616,1514;7359;7831,True;True;True,1517;7402;7877,4070;19278;20563;20564,7898;36049;38672;38673,7898;36049;38672,,,-1
YHR007C,YHR007C,YHR007C,7,7,7,"YHR007C ERG11 SGDID:S000001049, Chr VIII from 121683-120091, Genome Release 64-2-1, reverse complement, Verified ORF, Lanosterol 14-alpha-demethylase; catalyzes the C-14 demethylation of lanosterol to form 4,4-dimethyl cholesta-8,14,24-triene-3-beta-ol ",1,7,7,7,3,5,6,5,3,5,6,5,3,5,6,5,21.5,21.5,21.5,60.719,530,530,0,34.689,0.18868,4.4869,103.92,16,14,Linear,0.11779,0.25242,0.2789,0.19533,0.5842,1.6178,0.82723,0.92785,89.058,120.77,96.605,119.7,2,4,5,5,1,4,5,4,Median,Median,Median,Median,10.6,15.7,18.9,15.3,5453200,4916600,536550,1145000,1110300,34681,1204100,1051500,152670,1648000,1456100,191890,1456000,1298700,157310,,,,617,1889;2871;3233;4337;4470;7424;8035,True;True;True;True;True;True;True,1896;2880;3244;4351;4484;7467;8085,5106;5107;5108;5109;7639;7640;7641;7642;7643;8638;8639;8640;11493;11494;11495;11496;11804;19461;19462;21126,9788;9789;9790;9791;14509;14510;14511;14512;14513;14514;16453;16454;16455;22000;22001;22002;22003;22487;22488;36402;36403;39922,9791;14510;16455;22002;22487;36402;39922,,,-1
YHR009C,YHR009C,YHR009C,3,3,3,"YHR009C TDA3 SGDID:S000001051, Chr VIII from 125680-124109, Genome Release 64-2-1, reverse complement, Verified ORF, Putative oxidoreductase involved in late endosome to Golgi transport; physical and genetical interactions with Btn2p; null mutant is viabl",1,3,3,3,1,1,1,0,1,1,1,0,1,1,1,0,9.2,9.2,9.2,57.613,523,523,0,5.5776,0.1687,0.4908,140.03,2,2,Median,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,1,0,1,0,Median,Median,Median,Median,4.2,3.1,1.9,0,233400,200310,33082,167590,145090,22496,0,0,0,65808,55222,10586,0,0,0,,,,618,1600;1896;2112,True;True;True,1603;1903;2120,4310;5128;5685,8348;9822;10941,8348;9822;10941,,,-1
YHR012W,YHR012W,YHR012W,2,2,2,"YHR012W VPS29 SGDID:S000001054, Chr VIII from 129481-129528,129648-130448, Genome Release 64-2-1, Verified ORF, Subunit of the membrane-associated retromer complex; endosomal protein; essential for endosome-to-Golgi retrograde transport; forms a subcomple",1,2,2,2,1,1,0,0,1,1,0,0,1,1,0,0,8.2,8.2,8.2,31.012,282,282,0.0047885,2.5368,NaN,NaN,NaN,1,1,Median,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,0,0,1,0,0,Median,Median,Median,Median,4.3,3.9,0,0,66633,64259,2374,47270,47270,0,19363,16989,2374,0,0,0,0,0,0,,,,619,5643;6188,True;True,5672;6221,14867;16268,27998;30500;30501,27998;30500,,,-1
YHR013C,YHR013C,YHR013C,3,3,3,"YHR013C ARD1 SGDID:S000001055, Chr VIII from 131446-130730, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit of protein N-terminal acetyltransferase NatA; NatA is comprised of Nat1p, Ard1p, and Nat5p; acetylates many proteins and thus affe",1,3,3,3,1,2,3,2,1,2,3,2,1,2,3,2,13.9,13.9,13.9,27.603,238,238,0,5.8581,0.095446,0.72549,31.305,8,8,Median,NaN,0.1037,0.10784,0.09429,NaN,0.6615,0.68963,1.1395,NaN,20.227,30.108,17.562,1,2,3,2,1,2,3,2,Median,Median,Median,Median,5.5,9.2,13.9,10.1,1829800,1694400,135330,271620,252830,18786,342580,317740,24840,547360,506870,40492,668220,617000,51214,,,,620,4460;5436;7428,True;True;True,4474;5461;7471,11774;11775;14351;14352;19469;19470;19471;19472,22409;22410;22411;27148;27149;36410;36411;36412;36413;36414;36415,22410;27148;36412,,,-1
