Majority protein IDs,First Majority protein IDs,Fasta headers,Ratio H/L MSZ08-1_Sol,Ratio H/L MSZ08-2_Sol,Ratio H/L MSZ08-3_Sol,Log2 Ratio H/L MSZ08-1_Sol,Log2 Ratio H/L MSZ08-2_Sol,Log2 Ratio H/L MSZ08-3_Sol,rank,%rank,Average Log2 Ratio H/L Sol,Average after TCL Median correction
YML071C,YML071C,">YML071C COG8 SGDID:S000004536, Chr XIII from 131572-129749, Genome Release 64-1-1, reverse complement, Verified ORF, Component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein traffi",0.064794,0.26662,0.27041,-3.947995966,-1.907143089,-1.88677959,540,0.19874862,-2.580639548,-2.060904669
YOR227W,YOR227W,">YOR227W HER1 SGDID:S000005753, Chr XV from 762825-766565, Genome Release 64-1-1, Verified ORF, Protein of unknown function required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes, based on",0.19014,0.12126,0.20481,-2.394866029,-3.043824367,-2.287641937,541,0.199116673,-2.575444111,-2.055709232
YIL026C,YIL026C,">YIL026C IRR1 SGDID:S000001288, Chr IX from 307929-304477, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of the cohesin complex, which is required for sister chromatid cohesion during mitosis and meiosis and interacts with centromeres a",0.18041,0.16202,0.16212,-2.470648787,-2.625756182,-2.624866014,542,0.199484726,-2.573756994,-2.054022115
YGR210C,YGR210C,">YGR210C YGR210C SGDID:S000003442, Chr VII from 914738-913503, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm",0.29856,0.10269,0.15643,-1.743907204,-3.283632397,-2.676410877,543,0.199852779,-2.567983492,-2.048248613
R0020C,R0020C,">R0020C REP1 SGDID:S000029675, 2-micron plasmid from 3008-1887, Genome Release 64-1-1, reverse complement, Verified ORF, Master regulator that acts in concert with Rep2p to regulate transcript levels of the FLP1 gene that promotes plasmid copy amplificati",0.084364,0.15375,0.37063,-3.56722869,-2.701341684,-1.431948432,544,0.200220832,-2.566839602,-2.047104723
YGL167C,YGL167C,">YGL167C PMR1 SGDID:S000003135, Chr VII from 190468-187616, Genome Release 64-1-1, reverse complement, Verified ORF, High affinity Ca2+/Mn2+ P-type ATPase required for Ca2+ and Mn2+ transport into Golgi; involved in Ca2+ dependent protein sorting and proc",0.20545,0.15749,0.14893,-2.283140764,-2.666667869,-2.7472937,545,0.200588885,-2.565700778,-2.045965898
YBL037W,YBL037W,">YBL037W APL3 SGDID:S000000133, Chr II from 147209-150286, Genome Release 64-1-1, Verified ORF, Alpha-adaptin, large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport",0.14738,0.15194,0.2166,-2.762387336,-2.718426369,-2.206894852,546,0.200956938,-2.562569519,-2.04283464
YLR429W,YLR429W,">YLR429W CRN1 SGDID:S000004421, Chr XII from 990777-992732, Genome Release 64-1-1, Verified ORF, Coronin, cortical actin cytoskeletal component that associates with the Arp2p/Arp3p complex to regulate its activity; plays a role in regulation of actin patc",0.17148,0.16876,0.1721,-2.543887773,-2.566955102,-2.538680998,547,0.201324991,-2.549841291,-2.030106412
YJL165C,YJL165C,">YJL165C HAL5 SGDID:S000003701, Chr X from 109461-106894, Genome Release 64-1-1, reverse complement, Verified ORF, Putative protein kinase; overexpression increases sodium and lithium tolerance, whereas gene disruption increases cation and low pH sensitiv",0.18941,0.19306,0.13657,-2.400415594,-2.372878811,-2.87228749,548,0.201693044,-2.548527298,-2.028792419
YLR113W,YLR113W,">YLR113W HOG1 SGDID:S000004103, Chr XII from 371620-372927, Genome Release 64-1-1, Verified ORF, Mitogen-activated protein kinase involved in osmoregulation; acts via three independent osmosensors; mitophagy-specific regulator; mediates the recruitment an",0.15269,0.1777,0.18629,-2.711322515,-2.492484414,-2.424377862,549,0.202061097,-2.542728263,-2.022993384
YPR019W,YPR019W,">YPR019W MCM4 SGDID:S000006223, Chr XVI from 596750-599551, Genome Release 64-1-1, Verified ORF, Essential helicase component of heterohexameric MCM2-7 complexes which bind pre-replication complexes on DNA and melt DNA prior to replication; forms an Mcm4p",0.1825,0.17052,0.16287,-2.454031631,-2.551987134,-2.618207205,550,0.20242915,-2.541408657,-2.021673778
YOR274W,YOR274W,">YOR274W MOD5 SGDID:S000005800, Chr XV from 837674-838960, Genome Release 64-1-1, Verified ORF, Delta 2-isopentenyl pyrophosphate:tRNA isopentenyl transferase, required for biosynthesis of the modified base isopentenyladenosine in mitochondrial and cytopl",0.082113,0.14513,0.42797,-3.606245544,-2.784582323,-1.224418425,551,0.202797203,-2.538415431,-2.018680552
YNL201C,YNL201C,">YNL201C PSY2 SGDID:S000005145, Chr XIV from 263203-260627, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of protein phosphatase PP4 complex; active complex is composed of catalytic subunit Pph3p and Psy2p, with Psy4p apparently providi",0.066055,0.093835,0.82991,-3.92018842,-3.413730048,-0.268973204,552,0.203165256,-2.534297224,-2.014562345
YOR171C,YOR171C,">YOR171C LCB4 SGDID:S000005697, Chr XV from 653884-652010, Genome Release 64-1-1, reverse complement, Verified ORF, Sphingoid long-chain base kinase, responsible for synthesis of long-chain base phosphates, which function as signaling molecules, regulates",0.27637,0.132,0.14227,-1.855327075,-2.921390165,-2.813296617,553,0.203533309,-2.530004619,-2.01026974
YER174C,YER174C,">YER174C GRX4 SGDID:S000000976, Chr V from 539168-538434, Genome Release 64-1-1, reverse complement, Verified ORF, Hydroperoxide and superoxide-radical responsive glutathione-dependent oxidoreductase; monothiol glutaredoxin subfamily member along with Grx",0.24044,0.18848,0.11541,-2.05625117,-2.407516651,-3.115159859,554,0.203901362,-2.526309227,-2.006574347
YLR187W,YLR187W,">YLR187W SKG3 SGDID:S000004177, Chr XII from 524865-527945, Genome Release 64-1-1, Uncharacterized ORF, Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; potential Cd",0.16643,0.23699,0.13495,-2.587012584,-2.07710191,-2.889503118,555,0.204269415,-2.517872537,-1.998137658
YHR041C,YHR041C,">YHR041C SRB2 SGDID:S000001083, Chr VIII from 189749-189131,189864-189851, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II h",0.2333,0.15796,0.14525,-2.099741788,-2.662368822,-2.783389931,556,0.204637468,-2.515166847,-1.995431968
YHR128W,YHR128W,">YHR128W FUR1 SGDID:S000001170, Chr VIII from 362115-362765, Genome Release 64-1-1, Verified ORF, Uracil phosphoribosyltransferase, synthesizes UMP from uracil; involved in the pyrimidine salvage pathway",0.18186,0.19156,0.15374,-2.459099837,-2.384131754,-2.701435521,557,0.205005521,-2.514889037,-1.995154158
YDL117W,YDL117W,">YDL117W CYK3 SGDID:S000002275, Chr IV from 248581-251238, Genome Release 64-1-1, Verified ORF, SH3-domain protein located in the mother-bud neck and the cytokinetic actin ring; mutant phenotype and genetic interactions suggest a role in cytokinesis",0.71861,0.085162,0.087942,-0.476719083,-3.553646358,-3.507303847,558,0.205373574,-2.512556429,-1.99282155
YGR128C,YGR128C,">YGR128C UTP8 SGDID:S000003360, Chr VII from 750091-747950, Genome Release 64-1-1, reverse complement, Verified ORF, Nucleolar protein required for export of tRNAs from the nucleus; also copurifies with the small subunit (SSU) processome containing the U3",0.15667,0.23258,0.14799,-2.674199144,-2.104201053,-2.756428402,559,0.205741627,-2.511609533,-1.991874653
YKL017C,YKL017C,">YKL017C HCS1 SGDID:S000001500, Chr XI from 407241-405190, Genome Release 64-1-1, reverse complement, Verified ORF, Hexameric DNA polymerase alpha-associated DNA helicase A involved in lagging strand DNA synthesis; contains single-stranded DNA stimulated ",0.25316,0.15521,0.13766,-1.981878622,-2.687706583,-2.86081868,560,0.20610968,-2.510134628,-1.990399749
YNL074C,YNL074C,">YNL074C MLF3 SGDID:S000005018, Chr XIV from 488124-486766, Genome Release 64-1-1, reverse complement, Verified ORF, Serine-rich protein of unknown function, predicted to be palmitoylated; overproduction suppresses the growth inhibition caused by exposure",0.23652,0.1543,0.15001,-2.079965913,-2.696190033,-2.736869418,561,0.206477733,-2.504341788,-1.984606909
YLR166C,YLR166C,">YLR166C SEC10 SGDID:S000004156, Chr XII from 498044-495429, Genome Release 64-1-1, reverse complement, Verified ORF, Essential 100kDa subunit of the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, and Exo84p), which has the essential",1.3874,0.05177,0.07667,0.47238379,-4.271739872,-3.70519401,562,0.206845786,-2.501516697,-1.981781818
YHR191C,YHR191C,">YHR191C CTF8 SGDID:S000001234, Chr VIII from 486631-486230, Genome Release 64-1-1, reverse complement, Verified ORF, Subunit of a complex with Ctf18p that shares some subunits with Replication Factor C and is required for sister chromatid cohesion",0.10791,0.2011,0.25646,-3.21209953,-2.314015013,-1.963194268,563,0.207213839,-2.49643627,-1.976701391
YMR075W,YMR075W,">YMR075W RCO1 SGDID:S000004680, Chr XIII from 413982-416036, Genome Release 64-1-1, Verified ORF, Essential subunit of the histone deacetylase Rpd3S complex; interacts with Eaf3p",0.18066,0.17568,0.17634,-2.468650981,-2.508978135,-2.50356833,564,0.207581892,-2.493732482,-1.973997603
YJR055W,YJR055W,">YJR055W HIT1 SGDID:S000003816, Chr X from 538772-539266, Genome Release 64-1-1, Verified ORF, Protein of unknown function, required for growth at high temperature",0.14599,0.17615,0.21767,-2.776058544,-2.50512362,-2.199785511,565,0.207949945,-2.493655892,-1.973921012
YDR279W,YDR279W,">YDR279W RNH202 SGDID:S000002687, Chr IV from 1019368-1020420, Genome Release 64-1-1, Verified ORF, Ribonuclease H2 subunit, required for RNase H2 activity; related to human AGS2 that causes Aicardi-Goutieres syndrome",0.14399,0.15357,0.25364,-2.795959474,-2.703031683,-1.979145813,566,0.208317998,-2.492712323,-1.972977444
YGL150C,YGL150C,">YGL150C INO80 SGDID:S000003118, Chr VII from 225573-221104, Genome Release 64-1-1, reverse complement, Verified ORF, ATPase and nucleosome spacing factor, subunit of complex containing actin and actin-related proteins that has chromatin remodeling activi",0.29802,0.20952,0.090084,-1.746518942,-2.25484013,-3.472585301,567,0.208686051,-2.491314791,-1.971579912
YGR117C,YGR117C,">YGR117C YGR117C SGDID:S000003349, Chr VII from 726479-725049, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm",0.17891,0.16517,0.19038,-2.482694067,-2.597976423,-2.393046168,568,0.209054104,-2.491238886,-1.971504007
YOR354C,YOR354C,">YOR354C MSC6 SGDID:S000005881, Chr XV from 1003225-1001147, Genome Release 64-1-1, reverse complement, Verified ORF, Protein of unknown function; mutant is defective in directing meiotic recombination events to homologous chromatids; the authentic, non-t",0.13059,0.28006,0.15388,-2.936883669,-1.836192152,-2.70012236,569,0.209422157,-2.49106606,-1.971331181
YPL249C,YPL249C,">YPL249C GYP5 SGDID:S000006170, Chr XVI from 79353-76669, Genome Release 64-1-1, reverse complement, Verified ORF, GTPase-activating protein (GAP) for yeast Rab family members; involved in ER to Golgi trafficking; exhibits GAP activity toward Ypt1p that i",0.33316,0.15397,0.10981,-1.585712897,-2.699278816,-3.186918654,570,0.20979021,-2.490636789,-1.97090191
YJL110C,YJL110C,">YJL110C GZF3 SGDID:S000003646, Chr X from 211577-209922, Genome Release 64-1-1, reverse complement, Verified ORF, GATA zinc finger protein and Dal80p homolog that negatively regulates nitrogen catabolic gene expression by competing with Gat1p for GATA si",0.15175,0.22181,0.1674,-2.720231578,-2.172603686,-2.578628567,571,0.210158263,-2.490487944,-1.970753065
YJL033W,YJL033W,">YJL033W HCA4 SGDID:S000003570, Chr X from 383837-386149, Genome Release 64-1-1, Verified ORF, Putative nucleolar DEAD box RNA helicase; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis",0.23263,0.12582,0.19313,-2.103890936,-2.990566828,-2.372355811,572,0.210526316,-2.488937858,-1.969202979
YAL029C,YAL029C,">YAL029C MYO4 SGDID:S000000027, Chr I from 92270-87855, Genome Release 64-1-1, reverse complement, Verified ORF, One of two type V myosin motors (along with MYO2) involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRN",0.12887,0.44674,0.09875,-2.956011641,-1.162492659,-3.340075442,573,0.210894369,-2.486193247,-1.966458368
YDR301W,YDR301W,">YDR301W CFT1 SGDID:S000002709, Chr IV from 1063352-1067425, Genome Release 64-1-1, Verified ORF, RNA-binding subunit of the mRNA cleavage and polyadenylation factor; involved in poly(A) site recognition and required for both pre-mRNA cleavage and polyade",0.12382,0.23484,0.19566,-3.01368373,-2.090249933,-2.353579248,574,0.211262422,-2.485837637,-1.966102758
YOR238W,YOR238W,">YOR238W YOR238W SGDID:S000005764, Chr XV from 783677-784588, Genome Release 64-1-1, Uncharacterized ORF, Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm",0.15361,0.26234,0.1455,-2.702655956,-1.930490297,-2.780908942,575,0.211630475,-2.471351732,-1.951616853
YNL287W,YNL287W,">YNL287W SEC21 SGDID:S000005231, Chr XIV from 91994-94801, Genome Release 64-1-1, Verified ORF, Gamma subunit of coatomer, a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo",0.16731,0.18056,0.19463,-2.579404418,-2.469449771,-2.361193993,576,0.211998528,-2.470016061,-1.950281181
YPL094C,YPL094C,">YPL094C SEC62 SGDID:S000006015, Chr XVI from 370663-369839, Genome Release 64-1-1, reverse complement, Verified ORF, Essential subunit of Sec63 complex (Sec63p, Sec62p, Sec66p and Sec72p); with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent",0.17833,0.1907,0.17322,-2.487378671,-2.390623251,-2.529322581,577,0.212366581,-2.469108168,-1.949373288
YML080W,YML080W,">YML080W DUS1 SGDID:S000004545, Chr XIII from 108806-110077, Genome Release 64-1-1, Verified ORF, Dihydrouridine synthase, member of a widespread family of conserved proteins including Smm1p, Dus3p, and Dus4p; modifies pre-tRNA(Phe) at U17",0.11404,0.41226,0.12675,-3.13238815,-1.278373606,-2.979942348,578,0.212734634,-2.463568035,-1.943833155
YHR154W,YHR154W,">YHR154W RTT107 SGDID:S000001197, Chr VIII from 402966-406178, Genome Release 64-1-1, Verified ORF, Protein implicated in Mms22-dependent DNA repair during S phase; involved in recruiting the SMC5/6 complex to double-strand breaks; DNA damage induces phos",0.22117,0.17225,0.15737,-2.176772386,-2.537424112,-2.667767554,579,0.213102687,-2.460654684,-1.940919805
YJL012C,YJL012C,">YJL012C VTC4 SGDID:S000003549, Chr X from 413399-411234, Genome Release 64-1-1, reverse complement, Verified ORF, Vacuolar membrane polyphosphate polymerase; subunit of the vacuolar transporter chaperone (VTC) complex involved in synthesis and transfer o",0.16229,0.19718,0.18744,-2.623353988,-2.342414869,-2.415499236,580,0.21347074,-2.460422697,-1.940687818
YDR347W,YDR347W,">YDR347W MRP1 SGDID:S000002755, Chr IV from 1169178-1170143, Genome Release 64-1-1, Verified ORF, Mitochondrial ribosomal protein of the small subunit; MRP1 exhibits genetic interactions with PET122, encoding a COX3-specific translational activator, and w",0.1891,0.17451,0.18297,-2.402778732,-2.518618385,-2.450320973,581,0.213838793,-2.457239363,-1.937504484
YJR068W,YJR068W,">YJR068W RFC2 SGDID:S000003829, Chr X from 567643-568704, Genome Release 64-1-1, Verified ORF, Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear",0.38107,0.11131,0.14335,-1.391872059,-3.167344886,-2.80238619,582,0.214206846,-2.453867712,-1.934132833
YDR150W,YDR150W,">YDR150W NUM1 SGDID:S000002557, Chr IV from 755628-763874, Genome Release 64-1-1, Verified ORF, Protein required for nuclear migration, localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules wi",0.11206,0.074723,0.73299,-3.157656697,-3.742303812,-0.448134579,583,0.214574899,-2.449365029,-1.92963015
YLR106C,YLR106C,">YLR106C MDN1 SGDID:S000004096, Chr XII from 363738-349006, Genome Release 64-1-1, reverse complement, Verified ORF, Huge dynein-related AAA-type ATPase (midasin), forms extended pre-60S particle with the Rix1 complex (Rix1p-Ipi1p-Ipi3p); acts in removal ",0.17286,0.19553,0.18208,-2.532324029,-2.354538119,-2.457355632,584,0.214942952,-2.448072593,-1.928337714
YJR011C,YJR011C,">YJR011C YJR011C SGDID:S000003772, Chr X from 459426-458641, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, Putative protein of unknown function; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS",0.16991,0.20602,0.17646,-2.557157331,-2.279143697,-2.502586905,585,0.215311005,-2.446295977,-1.926561098
YHL021C,YHL021C,">YHL021C AIM17 SGDID:S000001013, Chr VIII from 65859-64462, Genome Release 64-1-1, reverse complement, Verified ORF, Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput stu",0.18976,0.21286,0.15308,-2.39775218,-2.232023226,-2.707642289,586,0.215679058,-2.445805898,-1.926071019
