"Protein.IDs","Majority.protein.IDs","First.Majority.protein.IDs","Fasta.headers","Ratio.H.L.MSZ20_1_P","Ratio.H.L.MSZ20_1_T","Ratio.H.L.MSZ20_2_P","Ratio.H.L.MSZ20_2_T","Ratio.H.L.MSZ20_3_P","Ratio.H.L.MSZ20_3_T","Ratio.H.L.MSZ20_4_P","Ratio.H.L.MSZ20_4_T","Ratio.MSZ20_P_T_1","Ratio.MSZ20_P_T_2","Ratio.MSZ20_P_T_3","Ratio.MSZ20_P_T_4","Log2.MSZ20_P_T_1","Log2.MSZ20_P_T_2","Log2.MSZ20_P_T_3","Log2.MSZ20_P_T_4","Log2.MSZ20_P_1","Log2.MSZ20_P_2","Log2.MSZ20_P_3","Log2.MSZ20_P_4","Log2.MSZ20_T_1","Log2.MSZ20_T_2","Log2.MSZ20_T_3","Log2.MSZ20_T_4","Log2.MSZ20_P_T_mean","Log2.MSZ20_T_mean","Log2.MSZ20_P_mean","MSZ20_P_T_count","MSZ20_P_T_p.val","MSZ20_P_T_rank","MSZ20_P_T_log10p.val"
"YJL012C","YJL012C","YJL012C","YJL012C VTC4 SGDID:S000003549, Chr X from 413399-411234, Genome Release 64-2-1, reverse complement, Verified ORF, Vacuolar membrane polyphosphate polymerase; subunit of the vacuolar transporter chaperone (VTC) complex involved in synthesis and transfer of",0.086925,0.15015,0.12801,0.21788,0.096736,0.087791,0.13083,0.21892,0.578921078921079,0.587525243253167,1.10188971534668,0.597615567330532,-0.788561407829522,-0.767277255918176,0.139979836355136,-0.742710365404726,-3.52408502782182,-2.96567157851454,-3.36980330569647,-2.93423469863405,-2.7355236199923,-2.19839432259637,-3.5097831420516,-2.19152433322932,-0.539642298199322,-2.6588063544674,-3.19844865266672,4,0.0976121333419307,0.127969348659004,1.01049619548972
"YOR354C","YOR354C","YOR354C","YOR354C MSC6 SGDID:S000005881, Chr XV from 1003225-1001147, Genome Release 64-2-1, reverse complement, Verified ORF, Protein of unknown function; mutant is defective in directing meiotic recombination events to homologous chromatids; the authentic, non-ta",0.084559,0.19567,0.10827,0.11561,0.0934,0.13229,0.12153,0.15418,0.432151070680227,0.936510682466915,0.706024642830146,0.788234531067583,-1.2103923593004,-0.0946326439810869,-0.502209555203387,-0.343303142279503,-3.56389787435464,-3.20729454581842,-3.42043363983979,-3.04061560402922,-2.35350551505424,-3.11266190183734,-2.9182240846364,-2.69731246174972,-0.537634425191095,-2.77042599081942,-3.30806041601052,4,0.110391758797392,0.128352490421456,0.957063347280836
"YNR012W","YNR012W","YNR012W","YNR012W URK1 SGDID:S000005295, Chr XIV from 647432-648937, Genome Release 64-2-1, Verified ORF, Uridine/cytidine kinase; component of the pyrimidine ribonucleotide salvage pathway that converts uridine into UMP and cytidine into CMP; involved in the pyrim",0.097843,0.15993,0.13209,0.14739,0.17336,0.31254,0.13306,0.17851,0.611786406552867,0.896193771626298,0.554681000831894,0.745392414990757,-0.708900043265257,-0.158117394814125,-0.850269784378185,-0.423927956409406,-3.35338755023108,-2.92040684477876,-2.52815703634314,-2.90985115605468,-2.64448750696582,-2.76228944996464,-1.67788725196495,-2.48592319964527,-0.535303794716743,-2.39264685213517,-2.92795064685191,4,0.0400686604310308,0.128735632183908,1.39719517658742
"YIL131C","YIL131C","YIL131C","YIL131C FKH1 SGDID:S000001393, Chr IX from 102235-100781, Genome Release 64-2-1, reverse complement, Verified ORF, Forkhead family transcription factor; minor role in expression of G2/M phase genes; negatively regulates transcription elongation; positive ",0.081216,NA,0.095211,0.13875,0.11893,0.12418,0.10001,0.20002,NA,0.686205405405405,0.957722660653889,0.5,NA,-0.543287604490399,-0.0623201571168435,-1,-3.62209221548307,-3.39272792791502,-3.07181541519499,-3.32178383259627,NA,-2.84944032342462,-3.00949525807814,-2.32178383259627,-0.535202587202414,-2.72690647136634,-3.35210484779734,3,0.18667017851686,0.12911877394636,0.72892505719839
"YOR057W","YOR057W","YOR057W","YOR057W SGT1 SGDID:S000005583, Chr XV from 432186-433373, Genome Release 64-2-1, Verified ORF, Cochaperone protein; regulates activity of adenylyl cyclase Cyr1p; involved in kinetochore complex assembly; associates with the SCF (Skp1p/Cdc53p/F box protein",0.10609,0.15938,0.11444,0.15635,0.12292,0.45321,0.18886,0.11004,0.665641862216087,0.731947553565718,0.27122084684804,1.71628498727735,-0.587181927465437,-0.45018781648922,-1.88246002228183,0.779289130689661,-3.23663942007037,-3.12733669211363,-3.02420842284385,-2.40461091943094,-2.64945749260494,-2.67714887562441,-1.14174840056202,-3.1839000501206,-0.535135158886705,-2.41306370472799,-2.9481988636147,4,0.397893724865693,0.129501915708812,0.400232910005893
"YMR130W","YMR130W","YMR130W","YMR130W YMR130W SGDID:S000004737, Chr XIII from 532119-533027, Genome Release 64-2-1, Uncharacterized ORF, Putative protein of unknown function; YMR130W is not an essential gene",0.10554,0.18148,0.10799,0.13555,0.087343,0.13072,0.12628,0.17218,0.581551686136213,0.79668019181114,0.668168604651163,0.733418515507028,-0.782020676157627,-0.327927389845811,-0.581715898772656,-0.44729140684026,-3.24413820624369,-3.21103037155755,-3.51716410506378,-2.98530192912383,-2.46211753008607,-2.88310298171174,-2.93544820629113,-2.53801052228357,-0.534738842904089,-2.70466981009313,-3.23940865299721,4,0.0118789711908456,0.129885057471264,1.92522117092776
"YMR124W","YMR124W","YMR124W","YMR124W EPO1 SGDID:S000004731, Chr XIII from 514456-517287, Genome Release 64-2-1, Verified ORF, Protein involved in septin-ER tethering; interacts with ER membrane protein, Scs2p, and Shs1p, a septin ring component, at bud neck to create ER diffusion bar",0.13545,0.24761,0.12764,0.14066,0.13778,0.21909,0.11094,0.15146,0.547029603004725,0.907436371392009,0.628873978730202,0.732470619305427,-0.870309187002076,-0.140131608688595,-0.669157153262005,-0.449157203246625,-2.88416770134743,-2.9698475811575,-2.85956161174296,-3.17214846431146,-2.01385851434536,-2.8297159724689,-2.19040445848096,-2.72299126106484,-0.532188788049826,-2.43924255159001,-2.97143133963984,4,0.0424042527020879,0.130268199233716,1.37259058603856
"YOR273C","YOR273C","YOR273C","YOR273C TPO4 SGDID:S000005799, Chr XV from 836431-834452, Genome Release 64-2-1, reverse complement, Verified ORF, Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; recognizes spermine, ",0.11811,0.10557,0.082876,0.15771,0.079396,0.1097,0.10174,0.18827,1.11878374538221,0.525496163845032,0.723755697356427,0.540394114835077,0.161931198409377,-0.928247862425787,-0.46642529494195,-0.88791613181607,-3.08179697655661,-3.59290181656957,-3.65478986408821,-3.29704109557418,-3.24372817496599,-2.66465395414378,-3.18836456914626,-2.40912496375811,-0.530164522693607,-2.87646791550354,-3.40663243819714,4,0.127339839786134,0.130651340996169,0.895035700883689
"YDR329C","YDR329C","YDR329C","YDR329C PEX3 SGDID:S000002737, Chr IV from 1127595-1126270, Genome Release 64-2-1, reverse complement, Verified ORF, Peroxisomal membrane protein (PMP); required for proper localization and stability of PMPs; anchors peroxisome retention factor Inp1p at t",0.091927,0.21463,0.10859,0.20433,0.12761,0.087291,0.13221,NA,0.428304524064669,0.531444232369207,1.46189183306412,NA,-1.223291178781,-0.912009785831996,0.547836568694547,NA,-3.44336753016346,-3.20303684270894,-2.97018670634007,-2.91909679243822,-2.22007635138246,-2.29102705687694,-3.51802327503462,NA,-0.529154798639484,-2.67637556109801,-3.13392196791267,3,0.434667985387014,0.131034482758621,0.361842345734571
"YOR165W","YOR165W","YOR165W","YOR165W SEY1 SGDID:S000005691, Chr XV from 644566-646896, Genome Release 64-2-1, Verified ORF, Dynamin-like GTPase that mediates homotypic ER fusion; has a role in ER morphology; interacts physically and genetically with Yop1p and Rtn1p; functional orthol",0.058813,0.14583,0.10445,0.148,0.12436,0.11149,0.095429,0.13095,0.403298361105397,0.705743243243243,1.11543636200556,0.728743795341733,-1.31008055185104,-0.502784683449204,0.157608207138376,-0.45651639989199,-4.08772110677811,-3.25911560248234,-3.00740557309575,-3.38942843509084,-2.77764055492707,-2.75633091903314,-3.16501378023412,-2.93291203519885,-0.527943357013464,-2.9079743223483,-3.43591767936176,4,0.17774841573549,0.131417624521073,0.750194261430268
"YDR337W","YDR337W","YDR337W","YDR337W MRPS28 SGDID:S000002745, Chr IV from 1146319-1147179, Genome Release 64-2-1, Verified ORF, Mitochondrial ribosomal protein of the small subunit",0.12127,0.14372,0.12859,0.38128,0.12452,0.14807,0.14096,0.14464,0.843793487336488,0.33725870751154,0.840953603025596,0.974557522123894,-0.245038142461186,-1.56807240302132,-0.249901888380025,-0.0371807534947739,-3.04370539689583,-2.95914964126786,-3.00555061296763,-2.8266422655164,-2.79866725443465,-1.39107723824654,-2.75564872458761,-2.78946151202162,-0.525048296839326,-2.43371368232261,-2.95876197916193,4,0.231775737531643,0.131800766283525,0.634932028284499
"YDR219C","YDR219C","YDR219C","YDR219C MFB1 SGDID:S000002627, Chr IV from 906852-905455, Genome Release 64-2-1, reverse complement, Verified ORF, Mitochondria-associated F-box protein; involved in maintenance of normal mitochondrial morphology; interacts with Skp1p through the F-box mo",0.18299,0.61404,0.22274,0.21672,0.22535,0.20476,0.19471,NA,0.298009901635073,1.02777777777778,1.10055674936511,NA,-1.74656782862108,0.0395283641866373,0.13823353861134,NA,-2.45016328432669,-2.16656743204816,-2.14976064483409,-2.36060111437343,-0.703595455705614,-2.2060957962348,-2.28799418344543,NA,-0.5229353086077,-1.73256181179528,-2.28177311889559,3,0.483159363775897,0.132183908045977,0.315909599283491
"YOR119C","YOR119C","YOR119C","YOR119C RIO1 SGDID:S000005645, Chr XV from 550246-548792, Genome Release 64-2-1, reverse complement, Verified ORF, Serine kinase involved in cell cycling and pre-rRNA processing; associated with late pre-40S particles via its conserved C-terminal domain a",0.086785,0.17125,0.11666,0.17317,0.11088,0.11461,0.10864,0.1521,0.506773722627737,0.673673269041982,0.967454846872001,0.714266929651545,-0.980586375494473,-0.569879039714865,-0.0477337656344305,-0.485464768367127,-3.52641048230867,-3.09961811562305,-3.1729289322996,-3.20237271019208,-2.5458241068142,-2.52973907590818,-3.12519516666517,-2.71690794182495,-0.520915987302724,-2.72941657280312,-3.25033256010585,4,0.072308233857371,0.132567049808429,1.14081224606349
"YML021C","YML021C","YML021C","YML021C UNG1 SGDID:S000004483, Chr XIII from 230813-229734, Genome Release 64-2-1, reverse complement, Verified ORF, Uracil-DNA glycosylase; required for repair of uracil in DNA formed by spontaneous cytosine deamination; efficiently excises uracil from s",0.14063,0.12408,0.09836,0.26355,0.1884,0.1865,0.11772,0.21293,1.13338168923275,0.373211914247771,1.01018766756032,0.552857746677312,0.180633799754805,-1.42193305202081,0.0146233344701833,-0.855019780004401,-2.83002370364592,-3.34578445484073,-2.40812912993667,-3.08656864749642,-3.01065750340072,-1.92385140281992,-2.42275246440685,-2.23154886749202,-0.520423924450056,-2.39720255952988,-2.91762648397993,4,0.2609802862421,0.132950191570881,0.583392296874841
"YMR015C","YMR015C","YMR015C","YMR015C ERG5 SGDID:S000004617, Chr XIII from 302485-300869, Genome Release 64-2-1, reverse complement, Verified ORF, C-22 sterol desaturase; a cytochrome P450 enzyme that catalyzes the formation of the C-22(23) double bond in the sterol side chain in ergo",0.085296,0.1116,0.10092,0.14856,0.096743,0.14242,0.13408,0.19943,0.764301075268817,0.679321486268174,0.679279595562421,0.672316100887529,-0.387787034854078,-0.55783360895912,-0.557922576227404,-0.572788394682104,-3.55137810257434,-3.30871598346051,-3.36969891333047,-2.89883404073746,-3.16359106772026,-2.75088237450139,-2.81177633710306,-2.32604564605536,-0.519082903680677,-2.76307385634502,-3.28215676002569,4,0.00130095766310489,0.133333333333333,2.88573683639698
"YML052W","YML052W","YML052W","YML052W SUR7 SGDID:S000004516, Chr XIII from 170402-171310, Genome Release 64-2-1, Verified ORF, Plasma membrane protein, component of eisosomes; long-lived protein that remains stable in eisosomes of mother cells while other eisosome proteins, Pil1p and ",0.062458,0.10977,0.06644,0.094492,0.055899,0.12752,0.13583,0.10025,0.568989705748383,0.703128307158278,0.438354767879548,1.35491271820449,-0.813525543585917,-0.508140117949968,-1.18982915498882,0.438199917948671,-4.00096981696248,-3.91180411647444,-4.16103371543516,-2.8801259402585,-3.18744427337657,-3.40366399852447,-2.97120456044634,-3.31832585820717,-0.518323724644007,-3.22015967263864,-3.73848339728264,4,0.233117130397914,0.133716475095785,0.632425811576238
"YPL013C","YPL013C","YPL013C","YPL013C MRPS16 SGDID:S000005934, Chr XVI from 529350-528985, Genome Release 64-2-1, reverse complement, Verified ORF, Mitochondrial ribosomal protein of the small subunit",0.08001,0.1944,0.12856,0.075136,0.12043,0.24896,0.10075,NA,0.411574074074074,1.71103066439523,0.483732326478149,NA,-1.28077598822106,0.774865615452404,-1.04771914260832,NA,-3.64367586416473,-2.95948626076172,-3.05373327205894,-3.31114825613412,-2.36289987594367,-3.73435187621412,-2.00601412945062,NA,-0.517876505125658,-2.7010886272028,-3.24201091327988,3,0.509080940946645,0.134099616858238,0.293213161844301
"YJL101C","YJL101C","YJL101C","YJL101C GSH1 SGDID:S000003637, Chr X from 236356-234320, Genome Release 64-2-1, reverse complement, Verified ORF, Gamma glutamylcysteine synthetase; catalyzes the first step in glutathione (GSH) biosynthesis; expression induced by oxidants, cadmium, and m",0.11934,0.1035,0.052895,0.10934,0.11452,0.12662,0.075327,0.15955,1.15304347826087,0.483766233766234,0.904438477333754,0.472121591977437,0.20544691428085,-1.04761802023274,-0.144905725224081,-1.08276963031775,-3.06685041288191,-4.24072483446997,-3.12632851943746,-3.73068911658789,-3.27229732716276,-3.19310681423723,-2.98142279421338,-2.64791948627014,-0.517461615373431,-3.02368660547088,-3.54114822084431,4,0.208841482882493,0.13448275862069,0.680183231735036
"YKL106W","YKL106W","YKL106W","YKL106W AAT1 SGDID:S000001589, Chr XI from 237536-238891, Genome Release 64-2-1, Verified ORF, Mitochondrial aspartate aminotransferase; catalyzes the conversion of oxaloacetate to aspartate in aspartate and asparagine biosynthesis",0.095946,0.11825,0.072963,0.088938,0.080628,0.15003,0.096509,0.14255,0.81138266384778,0.820380489779397,0.537412517496501,0.677018589968432,-0.301545616903228,-0.285634912715144,-0.895898169666152,-0.562732646187461,-3.38163352822592,-3.77669114014949,-3.63257525367423,-3.37319270179896,-3.08008791132269,-3.49105622743435,-2.73667708400808,-2.8104600556115,-0.511452836367996,-3.02957031959416,-3.54102315596215,4,0.0373949217007316,0.134865900383142,1.42718737178607
"YLR095C","YLR095C","YLR095C","YLR095C IOC2 SGDID:S000004085, Chr XII from 332115-329677, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit of the Isw1b complex; exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elo",0.076873,0.090981,0.09225,0.088973,0.086582,0.15069,0.096798,0.19977,0.844934656686561,1.03683139828937,0.574570309907758,0.484547229313711,-0.243088320497724,0.0521813130250647,-0.799444649276774,-1.04529080143307,-3.70137921845325,-3.43830727860169,-3.5297890633206,-3.36887895033157,-3.45829089795553,-3.49048859162676,-2.73034441404383,-2.3235881488985,-0.508910614545626,-3.00067801313115,-3.50958862767678,4,0.135944814539248,0.135249042145594,0.866637353430953
"YBL016W","YBL016W","YBL016W","YBL016W FUS3 SGDID:S000000112, Chr II from 192451-193512, Genome Release 64-2-1, Verified ORF, Mitogen-activated serine/threonine protein kinase involved in mating; phosphoactivated by Ste7p; substrates include Ste12p, Far1p, Bni1p, Sst2p; inhibits invasi",0.10922,0.12537,0.10931,0.21285,0.10964,0.14503,0.17001,0.23437,0.871181303342107,0.513554146112286,0.755981521064607,0.725391475018134,-0.198955102569302,-0.961411701090783,-0.403577124719158,-0.463168304392145,-3.19469103296255,-3.19350270585853,-3.18915386161104,-2.55630848660613,-2.99573593039325,-2.23209100476774,-2.78557673689188,-2.09314018221399,-0.506778058192847,-2.52663596356671,-3.03341402175956,4,0.0519491980677539,0.135632183908046,1.28442115219607
"YGR143W","YGR143W","YGR143W","YGR143W SKN1 SGDID:S000003375, Chr VII from 775193-777508, Genome Release 64-2-1, Verified ORF, Protein involved in sphingolipid biosynthesis; type II membrane protein; SKN1 has a paralog, KRE6, that arose from the whole genome duplication",0.23062,0.15412,0.23027,0.39176,0.26111,0.6608,0.24436,0.34554,1.49636646768752,0.587783336736778,0.395142251815981,0.70718296000463,0.581463541782606,-0.766643634754823,-1.33955597566293,-0.499844582337021,-2.11641046199466,-2.11860162848287,-1.93727038379293,-2.03291994935657,-2.69787400377726,-1.35195799372805,-0.597714408130004,-1.53307536701954,-0.506145162743042,-1.54515544316371,-2.05130060590676,4,0.297685980252844,0.136015325670498,0.52624161829987
"YLR061W","YLR061W","YLR061W","YLR061W RPL22A SGDID:S000004051, Chr XII from 263194-263205,263595-263948, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L22A; required for the oxidative stress response in yeast; homologous to mammalian ribosomal protein L22, no bact",0.09422,0.17055,0.12208,0.24675,0.19627,0.16472,0.11736,0.15502,0.552447962474348,0.494751773049645,1.19153715395823,0.757063604696168,-0.856089517832845,-1.01522321739659,0.252823937676391,-0.401513581565481,-3.40782285776889,-3.03410122760228,-2.34908842212817,-3.09098731876342,-2.55173333993605,-2.01887801020569,-2.60191235980456,-2.68947373719794,-0.505000594779632,-2.46549936178606,-2.97049995656569,4,0.173552227027087,0.13639846743295,0.760569809077735
"YDR200C","YDR200C","YDR200C","YDR200C VPS64 SGDID:S000002608, Chr IV from 856093-854279, Genome Release 64-2-1, reverse complement, Verified ORF, Protein required for cytoplasm to vacuole targeting of proteins; forms a complex with Far3p and Far7p to Far11p involved in recovery from p",0.12774,0.13645,0.12114,0.2479,0.10682,0.13899,0.12339,NA,0.93616709417369,0.488664784187172,0.768544499604288,NA,-0.0951620389880527,-1.03308295492146,-0.379799298862293,NA,-2.96871773926336,-3.04525277838418,-3.22674630554468,-3.01870261721527,-2.87355570027531,-2.01216982346273,-2.84694700668238,NA,-0.502681430923934,-2.57755751014014,-3.06485486010187,3,0.211914670782389,0.136781609195402,0.673838976185452
